Asset_ID,Asset_Name,Asset_Type,Manufacturer,Model,Serial_Number,Purchase_Date,Install_Date,Warranty_End,Expected_EOL,Lifecycle_Status,Current_Status,Location_ID,Business_Unit,Criticality,Environment,Replacement_Cost_CAD
AST-0015278,DES-0015278,Desktop,Dell,OptiPlex 7090,PNACAZGSLV,2024-02-24,2024-04-04,2028-04-03,2026-06-30,EOL within 12 months,In Service,LOC-0055,Legal & Compliance,Critical,Production,1050
AST-0015279,DES-0015279,Desktop,HP,EliteDesk 800 G9,CY3QNWXHBD,2024-03-01,2024-03-30,2028-03-29,2027-05-31,EOL within 12 months,In Service,LOC-0014,Capital Markets,High,Test,1050
AST-0015280,DES-0015280,Desktop,Dell,OptiPlex 7010,IEMK93LFRA,2022-12-17,2023-01-18,2027-01-17,2027-08-31,EOL within 24 months,Planned Refresh,LOC-0076,Data & Analytics,High,Development,950
AST-0015281,DES-0015281,Desktop,Dell,OptiPlex 7010,Y75GCA5RWZ,2025-09-02,2025-09-19,2028-09-18,2027-08-31,EOL within 24 months,Planned Refresh,LOC-0049,Data & Analytics,Medium,Production,950
AST-0015282,DES-0015282,Desktop,HP,EliteDesk 800 G9,4SQAKIH0FF,2026-01-03,2026-01-28,2029-01-27,2027-05-31,EOL within 12 months,In Service,LOC-0036,Retail Banking,Medium,Production,1050
AST-0015283,DES-0015283,Desktop,Dell,OptiPlex 7090,G0RCU2T6Y5,2022-03-19,2022-04-18,2026-04-17,2026-06-30,EOL within 12 months,In Service,LOC-0157,Technology,High,Test,1050
AST-0015284,DES-0015284,Desktop,Lenovo,ThinkCentre M90q Gen 3,T1KBBR91YK,2023-03-01,2023-03-17,2026-03-16,2027-06-30,EOL within 24 months,Planned Refresh,LOC-0017,Data & Analytics,Low,Production,1000
AST-0015285,DES-0015285,Desktop,Dell,OptiPlex 7090,8MV0MQIB5L,2025-02-07,2025-02-24,2029-02-23,2026-06-30,EOL within 12 months,In Service,LOC-0145,Wealth Management,Medium,Development,1050
AST-0015286,DES-0015286,Desktop,HP,EliteDesk 800 G9,V48FVZR5OC,2022-09-12,2022-10-27,2026-10-26,2027-05-31,EOL within 12 months,Quarantined,LOC-0140,Operations,Medium,Development,1050
AST-0015287,DES-0015287,Desktop,Dell,OptiPlex 7090,6YYIHS8PND,2023-05-22,2023-06-16,2028-06-14,2026-06-30,EOL within 12 months,Planned Refresh,LOC-0138,Data & Analytics,Medium,Production,1050
AST-0015288,DES-0015288,Desktop,Dell,OptiPlex 7010,SPZ6WH78EZ,2024-08-18,2024-09-03,2029-09-02,2027-08-31,EOL within 24 months,Planned Refresh,LOC-0069,Wealth Management,Critical,Production,950
AST-0015289,DES-0015289,Desktop,Lenovo,ThinkCentre M90q Gen 3,WUSLVFLQR5,2024-06-14,2024-07-25,2027-07-25,2027-06-30,EOL within 24 months,In Service,LOC-0034,Finance,High,Production,1000
AST-0015290,DES-0015290,Desktop,Lenovo,ThinkCentre M90q Gen 3,PFE0N01OYB,2023-11-03,2023-11-06,2028-11-04,2027-06-30,EOL within 24 months,Quarantined,LOC-0137,Technology,High,Development,1000
AST-0015291,DES-0015291,Desktop,Lenovo,ThinkCentre M90q Gen 3,IN6157FENM,2025-07-26,2025-08-30,2029-08-29,2027-06-30,EOL within 24 months,In Service,LOC-0031,Retail Banking,Low,Development,1000
AST-0015292,DES-0015292,Desktop,HP,EliteDesk 800 G9,4UE8LLE1LQ,2025-10-05,2025-11-13,2029-11-12,2027-05-31,EOL within 12 months,Planned Refresh,LOC-0095,Cybersecurity,Low,Test,1050
AST-0015293,DES-0015293,Desktop,Dell,OptiPlex 7090,S0VRCRRYBN,2023-07-30,2023-08-17,2026-08-16,2026-06-30,EOL within 12 months,Planned Refresh,LOC-0100,Wealth Management,Medium,Test,1050
AST-0015294,DES-0015294,Desktop,Dell,OptiPlex 7010,WE62DRBZE2,2024-11-05,2024-12-01,2028-11-30,2027-08-31,EOL within 24 months,In Service,LOC-0025,Retail Banking,Critical,Development,950
AST-0015295,DES-0015295,Desktop,Dell,OptiPlex 7010,AF780UKTWH,2025-01-27,2025-02-02,2028-02-02,2027-08-31,EOL within 24 months,In Service,LOC-0070,Wealth Management,Medium,Development,950
AST-0015296,DES-0015296,Desktop,Lenovo,ThinkCentre M90q Gen 3,1UQHZM4IK8,2023-07-26,2023-09-02,2028-08-31,2027-06-30,EOL within 24 months,In Service,LOC-0118,Technology,Medium,Test,1000
AST-0015297,DES-0015297,Desktop,Dell,OptiPlex 7090,FSZMP7XK82,2021-08-13,2021-09-22,2025-09-21,2026-06-30,EOL within 12 months,In Service,LOC-0068,Retail Banking,Medium,Production,1050
AST-0015298,DES-0015298,Desktop,Dell,OptiPlex 7010,15YHQZRHOH,2026-05-26,2026-05-27,2029-05-26,2027-08-31,EOL within 24 months,In Service,LOC-0113,Technology,Low,Test,950
AST-0015299,DES-0015299,Desktop,Lenovo,ThinkCentre M90q Gen 3,9F52L9CKIH,2025-03-16,2025-03-26,2030-03-25,2027-06-30,EOL within 24 months,Planned Refresh,LOC-0029,Human Resources,High,Production,1000
AST-0015300,DES-0015300,Desktop,Dell,OptiPlex 7090,HELFK4BUZ2,2021-12-26,2022-02-01,2027-01-31,2026-06-30,EOL within 12 months,In Service,LOC-0077,Retail Banking,High,Development,1050
AST-0015301,DES-0015301,Desktop,Dell,OptiPlex 7010,6WH5F8XYB3,2024-06-21,2024-07-28,2029-07-27,2027-08-31,EOL within 24 months,In Service,LOC-0028,Cybersecurity,Medium,Production,950
AST-0015302,DES-0015302,Desktop,Dell,OptiPlex 7010,ELU1H930WQ,2023-12-11,2023-12-21,2027-12-20,2027-08-31,EOL within 24 months,Retired,LOC-0063,Finance,Medium,Test,950
AST-0015303,DES-0015303,Desktop,Dell,OptiPlex 7090,MITWCCTUI8,2025-06-23,2025-07-24,2030-07-23,2026-06-30,EOL within 12 months,Planned Refresh,LOC-0156,Cybersecurity,High,Test,1050
AST-0015304,DES-0015304,Desktop,Dell,OptiPlex 7010,1W1OZC243W,2024-08-18,2024-09-10,2028-09-09,2027-08-31,EOL within 24 months,In Service,LOC-0099,Retail Banking,High,Development,950
AST-0015305,DES-0015305,Desktop,Lenovo,ThinkCentre M90q Gen 3,S2GS9SWDC6,2024-11-26,2025-01-08,2030-01-07,2027-06-30,EOL within 24 months,Quarantined,LOC-0062,Finance,High,Test,1000
AST-0015306,DES-0015306,Desktop,Dell,OptiPlex 7090,YUROERCIVP,2024-06-13,2024-07-13,2027-07-13,2026-06-30,EOL within 12 months,In Service,LOC-0149,Cybersecurity,Low,Development,1050
AST-0015307,DES-0015307,Desktop,Dell,OptiPlex 7090,3E92HJP7N8,2022-10-19,2022-11-13,2025-11-12,2026-06-30,EOL within 12 months,In Service,LOC-0076,Retail Banking,Low,Development,1050
AST-0015308,DES-0015308,Desktop,Dell,OptiPlex 7090,RKM54EYLHG,2024-10-18,2024-11-19,2028-11-18,2026-06-30,EOL within 12 months,In Service,LOC-0067,Technology,Medium,Test,1050
AST-0015309,DES-0015309,Desktop,Lenovo,ThinkCentre M90q Gen 3,516J8BLFMB,2023-01-28,2023-01-31,2028-01-30,2027-06-30,EOL within 24 months,Planned Refresh,LOC-0150,Retail Banking,High,Production,1000
AST-0015310,DES-0015310,Desktop,Dell,OptiPlex 7090,3P459KGAZF,2023-11-12,2023-12-24,2027-12-23,2026-06-30,EOL within 12 months,In Service,LOC-0013,Commercial Banking,Low,Production,1050
AST-0015311,DES-0015311,Desktop,HP,EliteDesk 800 G9,KEU157U0R4,2025-11-30,2025-12-13,2029-12-12,2027-05-31,EOL within 12 months,In Service,LOC-0028,Technology,Low,Production,1050
AST-0015312,DES-0015312,Desktop,Lenovo,ThinkCentre M90q Gen 3,57F1HKSEKN,2025-12-05,2026-01-14,2030-01-13,2027-06-30,EOL within 24 months,Quarantined,LOC-0084,Legal & Compliance,Low,Test,1000
AST-0015313,DES-0015313,Desktop,Dell,OptiPlex 7010,GGBWV7ZN1D,2025-04-26,2025-05-02,2028-05-01,2027-08-31,EOL within 24 months,Quarantined,LOC-0098,Cybersecurity,High,Production,950
AST-0015314,DES-0015314,Desktop,Dell,OptiPlex 7090,RDJVZ7XKPK,2022-07-18,2022-08-05,2026-08-04,2026-06-30,EOL within 12 months,In Service,LOC-0083,Commercial Banking,High,Test,1050
AST-0015315,DES-0015315,Desktop,Lenovo,ThinkCentre M90q Gen 3,AD74EIKYME,2024-02-28,2024-04-11,2028-04-10,2027-06-30,EOL within 24 months,In Service,LOC-0081,Technology,High,Test,1000
AST-0015316,DES-0015316,Desktop,Dell,OptiPlex 7010,BGH9S09G1X,2024-08-25,2024-10-02,2028-10-01,2027-08-31,EOL within 24 months,In Service,LOC-0027,Wealth Management,Medium,Development,950
AST-0015317,DES-0015317,Desktop,HP,EliteDesk 800 G9,XJPSDMWGRQ,2025-11-08,2025-11-10,2030-11-09,2027-05-31,EOL within 12 months,In Service,LOC-0124,Capital Markets,High,Production,1050
AST-0015318,DES-0015318,Desktop,Dell,OptiPlex 7090,KXOFWD4FCK,2024-10-19,2024-11-18,2027-11-18,2026-06-30,EOL within 12 months,In Service,LOC-0148,Technology,High,Test,1050
AST-0015319,DES-0015319,Desktop,Dell,OptiPlex 7090,ZU37I27XZY,2025-01-01,2025-01-08,2029-01-07,2026-06-30,EOL within 12 months,In Service,LOC-0024,Technology,Medium,Test,1050
AST-0015320,DES-0015320,Desktop,HP,EliteDesk 800 G9,92Q8OYC2U9,2024-12-08,2024-12-23,2029-12-22,2027-05-31,EOL within 12 months,In Service,LOC-0086,Retail Banking,Medium,Development,1050
AST-0015321,DES-0015321,Desktop,Dell,OptiPlex 7010,Z9EX2ERBYD,2024-03-23,2024-05-01,2027-05-01,2027-08-31,EOL within 24 months,Quarantined,LOC-0133,Retail Banking,Low,Development,950
AST-0015322,DES-0015322,Desktop,Lenovo,ThinkCentre M90q Gen 3,O9TWKJ9TMY,2023-02-28,2023-03-12,2026-03-11,2027-06-30,EOL within 24 months,In Service,LOC-0150,Technology,Medium,Development,1000
AST-0015323,DES-0015323,Desktop,Lenovo,ThinkCentre M90q Gen 3,1FS1LDFXS6,2024-11-27,2024-12-14,2028-12-13,2027-06-30,EOL within 24 months,In Service,LOC-0024,Technology,Medium,Test,1000
AST-0015324,DES-0015324,Desktop,Dell,OptiPlex 7010,3UZKW514J6,2023-03-16,2023-04-22,2027-04-21,2027-08-31,EOL within 24 months,In Service,LOC-0121,Capital Markets,Critical,Production,950
AST-0015325,DES-0015325,Desktop,Dell,OptiPlex 7010,05X8MOQ71H,2025-06-08,2025-06-11,2029-06-10,2027-08-31,EOL within 24 months,In Service,LOC-0031,Retail Banking,High,Production,950
AST-0015326,DES-0015326,Desktop,Dell,OptiPlex 7010,XOAPKYDYY7,2023-06-16,2023-07-07,2026-07-06,2027-08-31,EOL within 24 months,Planned Refresh,LOC-0037,Operations,Medium,Production,950
AST-0015327,DES-0015327,Desktop,HP,EliteDesk 800 G9,KVMD78V6ZI,2023-01-31,2023-02-16,2026-02-15,2027-05-31,EOL within 12 months,In Service,LOC-0018,Retail Banking,High,Test,1050
AST-0015328,DES-0015328,Desktop,Dell,OptiPlex 7010,KJSS5YBRCT,2023-05-23,2023-05-31,2028-05-29,2027-08-31,EOL within 24 months,In Service,LOC-0004,Technology,High,Development,950
AST-0015329,DES-0015329,Desktop,Lenovo,ThinkCentre M90q Gen 3,JIVD0U1FJ4,2024-06-27,2024-07-26,2028-07-25,2027-06-30,EOL within 24 months,In Service,LOC-0016,Commercial Banking,Medium,Development,1000
AST-0015330,DES-0015330,Desktop,Dell,OptiPlex 7090,SJQUD8A099,2024-09-02,2024-09-25,2027-09-25,2026-06-30,EOL within 12 months,Quarantined,LOC-0058,Legal & Compliance,Low,Test,1050
AST-0015331,DES-0015331,Desktop,Lenovo,ThinkCentre M90q Gen 3,PHKFPBPFK9,2024-02-13,2024-03-11,2029-03-10,2027-06-30,EOL within 24 months,Planned Refresh,LOC-0007,Capital Markets,Critical,Test,1000
AST-0015332,DES-0015332,Desktop,Lenovo,ThinkCentre M90q Gen 3,7DLHBVBKYB,2023-12-28,2024-01-14,2027-01-13,2027-06-30,EOL within 24 months,In Service,LOC-0128,Wealth Management,Medium,Production,1000
AST-0015333,DES-0015333,Desktop,HP,EliteDesk 800 G9,IVO7CLQ1TC,2024-06-05,2024-07-06,2028-07-05,2027-05-31,EOL within 12 months,Quarantined,LOC-0011,Finance,Critical,Production,1050
AST-0015334,DES-0015334,Desktop,Lenovo,ThinkCentre M90q Gen 3,1VHBCQX9X6,2024-07-25,2024-09-05,2029-09-04,2027-06-30,EOL within 24 months,In Service,LOC-0100,Retail Banking,Medium,Test,1000
AST-0015335,DES-0015335,Desktop,Lenovo,ThinkCentre M90q Gen 3,GL1XASXHKY,2024-06-17,2024-07-30,2028-07-29,2027-06-30,EOL within 24 months,Planned Refresh,LOC-0140,Commercial Banking,High,Test,1000
AST-0015336,DES-0015336,Desktop,Lenovo,ThinkCentre M90q Gen 3,UG6DVGKID5,2022-08-19,2022-08-30,2027-08-29,2027-06-30,EOL within 24 months,In Service,LOC-0037,Commercial Banking,High,Development,1000
AST-0015337,DES-0015337,Desktop,HP,EliteDesk 800 G9,RRXH3FSJ4E,2024-01-23,2024-03-07,2027-03-07,2027-05-31,EOL within 12 months,In Service,LOC-0045,Retail Banking,Low,Development,1050
AST-0015338,DES-0015338,Desktop,HP,EliteDesk 800 G9,L91UQD7C8U,2025-12-04,2026-01-13,2031-01-12,2027-05-31,EOL within 12 months,Retired,LOC-0096,Retail Banking,Medium,Development,1050
AST-0015339,DES-0015339,Desktop,Dell,OptiPlex 7090,WJJ0TTKB34,2022-09-29,2022-10-22,2026-10-21,2026-06-30,EOL within 12 months,In Service,LOC-0014,Risk,High,Test,1050
AST-0015340,DES-0015340,Desktop,Dell,OptiPlex 7090,M7H6U3Z04F,2022-03-19,2022-04-09,2025-04-08,2026-06-30,EOL within 12 months,In Service,LOC-0043,Retail Banking,High,Development,1050
AST-0015341,DES-0015341,Desktop,HP,EliteDesk 800 G9,ZGNPSSG10O,2023-04-15,2023-05-16,2027-05-15,2027-05-31,EOL within 12 months,In Service,LOC-0009,Technology,High,Production,1050
AST-0015342,DES-0015342,Desktop,Dell,OptiPlex 7090,0PMKJ6FV7Z,2024-08-12,2024-09-21,2027-09-21,2026-06-30,EOL within 12 months,In Service,LOC-0050,Capital Markets,High,Production,1050
AST-0015343,DES-0015343,Desktop,Dell,OptiPlex 7010,U3BX1EYN7S,2025-07-22,2025-07-28,2030-07-27,2027-08-31,EOL within 24 months,In Service,LOC-0048,Finance,Critical,Test,950
AST-0015344,DES-0015344,Desktop,Lenovo,ThinkCentre M90q Gen 3,IEVHBNYGEH,2026-03-24,2026-04-22,2031-04-21,2027-06-30,EOL within 24 months,In Service,LOC-0105,Risk,Low,Test,1000
AST-0015345,DES-0015345,Desktop,HP,EliteDesk 800 G9,2MIOIW141E,2025-12-02,2025-12-04,2029-12-03,2027-05-31,EOL within 12 months,In Service,LOC-0069,Technology,Medium,Test,1050
AST-0015346,DES-0015346,Desktop,Lenovo,ThinkCentre M90q Gen 3,KOE7OLKTL8,2022-07-06,2022-08-20,2027-08-19,2027-06-30,EOL within 24 months,Retired,LOC-0125,Retail Banking,Medium,Production,1000
AST-0015347,DES-0015347,Desktop,Dell,OptiPlex 7090,YMGPG31X8S,2023-06-30,2023-08-09,2028-08-07,2026-06-30,EOL within 12 months,Retired,LOC-0147,Finance,Medium,Development,1050
AST-0015348,DES-0015348,Desktop,Dell,OptiPlex 7010,7B5H5SMCR1,2025-05-05,2025-05-19,2028-05-18,2027-08-31,EOL within 24 months,In Service,LOC-0033,Wealth Management,High,Development,950
AST-0015349,DES-0015349,Desktop,Lenovo,ThinkCentre M90q Gen 3,HPLCRLJM6Y,2025-05-17,2025-06-10,2030-06-09,2027-06-30,EOL within 24 months,Planned Refresh,LOC-0118,Legal & Compliance,High,Test,1000
AST-0015350,DES-0015350,Desktop,Dell,OptiPlex 7010,0DROFDZUYL,2026-03-10,2026-04-09,2031-04-08,2027-08-31,EOL within 24 months,In Service,LOC-0009,Retail Banking,Medium,Development,950
AST-0015351,DES-0015351,Desktop,Dell,OptiPlex 7090,ZBDQN1H6FR,2025-03-31,2025-04-08,2028-04-07,2026-06-30,EOL within 12 months,In Service,LOC-0053,Technology,High,Test,1050
AST-0015352,DES-0015352,Desktop,Dell,OptiPlex 7090,ULH48KSI3R,2025-06-09,2025-07-16,2030-07-15,2026-06-30,EOL within 12 months,In Service,LOC-0149,Technology,High,Production,1050
AST-0015353,DES-0015353,Desktop,Dell,OptiPlex 7090,OUZFVQEU1P,2022-01-25,2022-02-07,2026-02-06,2026-06-30,EOL within 12 months,Quarantined,LOC-0064,Technology,Medium,Development,1050
AST-0015354,DES-0015354,Desktop,Lenovo,ThinkCentre M90q Gen 3,XMWPAUZUTP,2022-06-08,2022-06-22,2027-06-21,2027-06-30,EOL within 24 months,Planned Refresh,LOC-0086,Cybersecurity,High,Test,1000
AST-0015355,DES-0015355,Desktop,Lenovo,ThinkCentre M90q Gen 3,GR3TCNZFUV,2022-06-09,2022-07-24,2026-07-23,2027-06-30,EOL within 24 months,Quarantined,LOC-0127,Technology,Low,Development,1000
AST-0015356,DES-0015356,Desktop,Dell,OptiPlex 7010,P8T5N6WITA,2022-12-13,2022-12-29,2025-12-28,2027-08-31,EOL within 24 months,In Service,LOC-0086,Retail Banking,High,Development,950
AST-0015357,DES-0015357,Desktop,Dell,OptiPlex 7010,SZDNDBVW2I,2024-05-12,2024-06-08,2028-06-07,2027-08-31,EOL within 24 months,In Service,LOC-0139,Legal & Compliance,Low,Test,950
AST-0015358,DES-0015358,Desktop,Dell,OptiPlex 7090,1UZD7TC2LJ,2024-04-24,2024-05-25,2028-05-24,2026-06-30,EOL within 12 months,Planned Refresh,LOC-0135,Wealth Management,Medium,Development,1050
AST-0015359,DES-0015359,Desktop,HP,EliteDesk 800 G9,L9VTFL8RK4,2024-11-18,2024-12-09,2027-12-09,2027-05-31,EOL within 12 months,In Service,LOC-0047,Commercial Banking,Critical,Development,1050
AST-0015360,DES-0015360,Desktop,Dell,OptiPlex 7010,Q2OBRVWXJQ,2023-12-15,2023-12-18,2028-12-16,2027-08-31,EOL within 24 months,Quarantined,LOC-0060,Technology,Critical,Production,950
AST-0015361,DES-0015361,Desktop,Dell,OptiPlex 7010,WDMQAROGY0,2025-08-15,2025-09-07,2030-09-06,2027-08-31,EOL within 24 months,Retired,LOC-0112,Legal & Compliance,Low,Production,950
AST-0015362,DES-0015362,Desktop,Dell,OptiPlex 7010,0IPWMZ8O3U,2024-06-23,2024-08-05,2027-08-05,2027-08-31,EOL within 24 months,In Service,LOC-0107,Commercial Banking,High,Development,950
AST-0015363,DES-0015363,Desktop,HP,EliteDesk 800 G9,88QW3GR8TH,2022-07-18,2022-08-19,2027-08-18,2027-05-31,EOL within 12 months,Retired,LOC-0061,Data & Analytics,Medium,Development,1050
AST-0015364,DES-0015364,Desktop,HP,EliteDesk 800 G9,3BKFK70AC0,2024-04-08,2024-05-19,2029-05-18,2027-05-31,EOL within 12 months,In Service,LOC-0077,Cybersecurity,High,Production,1050
AST-0015365,DES-0015365,Desktop,HP,EliteDesk 800 G9,7C32MJY2N2,2022-05-01,2022-06-15,2026-06-14,2027-05-31,EOL within 12 months,Quarantined,LOC-0060,Commercial Banking,Medium,Test,1050
AST-0015366,DES-0015366,Desktop,Dell,OptiPlex 7010,5F7DLL0NPT,2025-03-29,2025-04-18,2029-04-17,2027-08-31,EOL within 24 months,In Service,LOC-0064,Technology,High,Test,950
AST-0015367,DES-0015367,Desktop,HP,EliteDesk 800 G9,V3NQTR31U3,2025-11-20,2025-12-19,2029-12-18,2027-05-31,EOL within 12 months,In Service,LOC-0112,Retail Banking,Medium,Development,1050
AST-0015368,DES-0015368,Desktop,HP,EliteDesk 800 G9,56AQEB7RJ0,2022-05-01,2022-05-07,2026-05-06,2027-05-31,EOL within 12 months,Retired,LOC-0113,Retail Banking,Low,Development,1050
AST-0015369,DES-0015369,Desktop,Dell,OptiPlex 7010,ISP2WJ1S6S,2023-03-05,2023-03-13,2028-03-11,2027-08-31,EOL within 24 months,In Service,LOC-0105,Legal & Compliance,Medium,Development,950
AST-0015370,DES-0015370,Desktop,HP,EliteDesk 800 G9,N5VZS5CBVH,2025-06-17,2025-07-09,2029-07-08,2027-05-31,EOL within 12 months,Quarantined,LOC-0131,Data & Analytics,Critical,Development,1050
AST-0015371,DES-0015371,Desktop,HP,EliteDesk 800 G9,56CSAVGQHZ,2022-11-30,2022-12-01,2026-11-30,2027-05-31,EOL within 12 months,Quarantined,LOC-0013,Risk,Critical,Production,1050
AST-0015372,DES-0015372,Desktop,Lenovo,ThinkCentre M90q Gen 3,5LKQBIGZJP,2024-08-12,2024-09-22,2029-09-21,2027-06-30,EOL within 24 months,Quarantined,LOC-0102,Wealth Management,Critical,Test,1000
AST-0015373,DES-0015373,Desktop,HP,EliteDesk 800 G9,D45P51CRKY,2026-04-21,2026-05-28,2031-05-27,2027-05-31,EOL within 12 months,Planned Refresh,LOC-0158,Technology,Low,Test,1050
AST-0015374,DES-0015374,Desktop,Dell,OptiPlex 7090,DHA46LI4OK,2022-03-11,2022-04-20,2027-04-19,2026-06-30,EOL within 12 months,In Service,LOC-0145,Technology,Medium,Production,1050
AST-0015375,DES-0015375,Desktop,Dell,OptiPlex 7010,VQQ8OBPWRP,2023-12-05,2024-01-02,2028-01-01,2027-08-31,EOL within 24 months,In Service,LOC-0145,Operations,Medium,Production,950
AST-0015376,DES-0015376,Desktop,HP,EliteDesk 800 G9,FV9BTKQM27,2025-03-28,2025-04-23,2029-04-22,2027-05-31,EOL within 12 months,In Service,LOC-0109,Wealth Management,High,Production,1050
AST-0015377,DES-0015377,Desktop,HP,EliteDesk 800 G9,PRWBWX94HI,2026-05-30,2026-06-30,2030-06-29,2027-05-31,EOL within 12 months,In Service,LOC-0053,Wealth Management,High,Development,1050
AST-0015378,DES-0015378,Desktop,Lenovo,ThinkCentre M90q Gen 3,CMZ20H6X92,2023-10-30,2023-11-10,2028-11-08,2027-06-30,EOL within 24 months,In Service,LOC-0134,Retail Banking,High,Test,1000
AST-0015379,DES-0015379,Desktop,Lenovo,ThinkCentre M90q Gen 3,P3KFKS8FZM,2023-06-25,2023-07-06,2026-07-05,2027-06-30,EOL within 24 months,In Service,LOC-0067,Retail Banking,Low,Test,1000
AST-0015380,DES-0015380,Desktop,Dell,OptiPlex 7090,65MGFXCT6O,2025-06-30,2025-07-30,2029-07-29,2026-06-30,EOL within 12 months,Planned Refresh,LOC-0060,Commercial Banking,High,Development,1050
AST-0015381,DES-0015381,Desktop,Dell,OptiPlex 7090,CRJ0U9QCKE,2022-11-15,2022-12-25,2027-12-24,2026-06-30,EOL within 12 months,In Service,LOC-0146,Retail Banking,Medium,Test,1050
AST-0015382,DES-0015382,Desktop,Dell,OptiPlex 7090,DYX5QF5G18,2024-07-17,2024-08-15,2027-08-15,2026-06-30,EOL within 12 months,Planned Refresh,LOC-0005,Commercial Banking,Low,Production,1050
AST-0015383,DES-0015383,Desktop,Dell,OptiPlex 7010,PIZJZDKKZ0,2025-02-26,2025-04-08,2028-04-07,2027-08-31,EOL within 24 months,In Service,LOC-0124,Technology,Critical,Production,950
AST-0015384,DES-0015384,Desktop,Dell,OptiPlex 7090,CSAYIT30L0,2023-04-21,2023-05-02,2026-05-01,2026-06-30,EOL within 12 months,Quarantined,LOC-0145,Wealth Management,Medium,Production,1050
AST-0015385,DES-0015385,Desktop,HP,EliteDesk 800 G9,T2BID9WKXZ,2026-04-08,2026-04-09,2031-04-08,2027-05-31,EOL within 12 months,Quarantined,LOC-0023,Technology,Low,Test,1050
AST-0015386,DES-0015386,Desktop,Dell,OptiPlex 7010,JVWW81MDG3,2025-04-07,2025-04-26,2030-04-25,2027-08-31,EOL within 24 months,Planned Refresh,LOC-0009,Human Resources,High,Development,950
AST-0015387,DES-0015387,Desktop,Dell,OptiPlex 7090,ARWNPJSQLW,2024-10-10,2024-10-31,2029-10-30,2026-06-30,EOL within 12 months,Quarantined,LOC-0080,Technology,Medium,Development,1050
AST-0015388,DES-0015388,Desktop,Dell,OptiPlex 7090,WHMRWMSV0G,2022-11-20,2022-12-29,2026-12-28,2026-06-30,EOL within 12 months,Planned Refresh,LOC-0144,Capital Markets,Critical,Test,1050
AST-0015389,DES-0015389,Desktop,Dell,OptiPlex 7090,2FWYJS55N0,2023-01-17,2023-03-01,2027-02-28,2026-06-30,EOL within 12 months,Quarantined,LOC-0059,Commercial Banking,Medium,Production,1050
AST-0015390,DES-0015390,Desktop,Lenovo,ThinkCentre M90q Gen 3,D643LSD55W,2022-07-09,2022-08-07,2027-08-06,2027-06-30,EOL within 24 months,In Service,LOC-0097,Operations,High,Development,1000
AST-0015391,DES-0015391,Desktop,Dell,OptiPlex 7090,TAQWIMT3FY,2021-11-21,2021-12-25,2024-12-24,2026-06-30,EOL within 12 months,In Service,LOC-0069,Technology,Medium,Production,1050
AST-0015392,DES-0015392,Desktop,Lenovo,ThinkCentre M90q Gen 3,O94RMI8ROC,2023-01-06,2023-02-20,2027-02-19,2027-06-30,EOL within 24 months,In Service,LOC-0128,Commercial Banking,Low,Test,1000
AST-0015393,DES-0015393,Desktop,Lenovo,ThinkCentre M90q Gen 3,EBG9S9MF7P,2026-03-30,2026-05-01,2031-04-30,2027-06-30,EOL within 24 months,Quarantined,LOC-0032,Capital Markets,High,Development,1000
AST-0015394,DES-0015394,Desktop,Dell,OptiPlex 7090,FSVXAVKK74,2023-07-01,2023-08-11,2026-08-10,2026-06-30,EOL within 12 months,Retired,LOC-0036,Finance,Low,Production,1050
AST-0015395,DES-0015395,Desktop,Lenovo,ThinkCentre M90q Gen 3,9P9ZTWI24Y,2025-11-12,2025-11-22,2028-11-21,2027-06-30,EOL within 24 months,Planned Refresh,LOC-0124,Capital Markets,Low,Test,1000
